Country,Actor_1,Actor_2,QH_Category_1,QH_Category_2,Weight
CAN,Creative Destruction Lab,University of Waterloo,Civil Society,Academia,1
CAN,Creative Destruction Lab,Université de Sherbrooke,Civil Society,Academia,1
CAN,Creative Destruction Lab,World Economic Forum,Civil Society,Civil Society,1
CAN,Creative Destruction Lab,Xanadu,Civil Society,Industry,1
CAN,D-Wave,DND,Industry,Government,1
CAN,D-Wave,DRDC,Industry,Government,1
CAN,D-Wave,Defence Research and Development Canada,Industry,Government,1
CAN,D-Wave,Department of National Defence,Industry,Government,1
CAN,D-Wave,European Commission,Industry,Government,1
CAN,D-Wave,Global Affairs Canada,Industry,Government,1
CAN,D-Wave,Government of Quebec,Industry,Government,1
CAN,D-Wave,Horizon Europe,Industry,not an actor,1
CAN,D-Wave,IBM,Industry,Industry,1
CAN,D-Wave,IBM Q System One,Industry,not an actor,1
CAN,D-Wave,IBM Quantum Hub,Industry,Industry,1
CAN,D-Wave,IDEaS,Industry,not an actor,1
CAN,D-Wave,IQC,Industry,Academia,1
CAN,D-Wave,ISED,Industry,Government,1
CAN,D-Wave,Innovation for Defence Excellence and Security,Industry,not an actor,1
CAN,D-Wave,"Innovation, Science and Economic Development Canada",Industry,Government,1
CAN,D-Wave,Institut Quantique,Industry,Academia,1
CAN,D-Wave,Institute for Quantum Computing,Industry,Academia,1
CAN,D-Wave,Internet of Things,Industry,not an actor,1
CAN,D-Wave,Invest in Canada,Industry,Government,1
CAN,D-Wave,Mitacs,Industry,Civil Society,1
CAN,D-Wave,NSERC CREATE,Industry,not an actor,1
CAN,D-Wave,National Quantum Strategy,Industry,not an actor,1
CAN,D-Wave,PTs,Industry,not an actor,1
CAN,D-Wave,PennyLane,Industry,not an actor,1
CAN,D-Wave,Perimeter Institute,Industry,Academia,1
CAN,D-Wave,Quantum Advisory Council,Industry,Government,1
CAN,D-Wave,Quantum Industry Canada,Industry,Civil Society,1
CAN,D-Wave,Quantum Technologies Competition,Industry,not an actor,1
CAN,D-Wave,Quantum Valley Ideas Lab,Industry,Civil Society,1
CAN,D-Wave,Regional Business Network,Industry,not specified,1
CAN,D-Wave,S&T,Industry,not an actor,1
CAN,D-Wave,S&T Strategy,Industry,not an actor,1
CAN,D-Wave,SSHRC,Industry,Government,1
CAN,D-Wave,Secure Networks Challenge Program,Industry,not an actor,1
CAN,D-Wave,Sherbrooke Quantum Innovation Zone,Industry,Civil Society,1
CAN,D-Wave,Social Sciences and Humanities Research Council,Industry,Government,1
CAN,D-Wave,Statistics Canada,Industry,Government,1
CAN,D-Wave,Stewart Blusson Quantum Matter Institute,Industry,Academia,1
CAN,D-Wave,TCS,Industry,Government,1
CAN,D-Wave,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,Industry,not an actor,1
CAN,D-Wave,Trade Commissioner Service,Industry,Government,1
CAN,D-Wave,Tri-Agency EDI Action Plan,Industry,not an actor,1
CAN,D-Wave,U.S. National Science Foundation,Industry,Government,1
CAN,D-Wave,UK Research and Innovation (UKRI),Industry,Government,1
CAN,D-Wave,UKRI,Industry,Government,1
CAN,D-Wave,University of Waterloo,Industry,Academia,1
CAN,D-Wave,Université de Sherbrooke,Industry,Academia,1
CAN,D-Wave,World Economic Forum,Industry,Civil Society,1
CAN,D-Wave,Xanadu,Industry,Industry,1
CAN,DND,DRDC,Government,Government,1
CAN,DND,Defence Research and Development Canada,Government,Government,1
CAN,DND,Department of National Defence,Government,Government,1
CAN,DND,European Commission,Government,Government,1
CAN,DND,Global Affairs Canada,Government,Government,1
CAN,DND,Government of Quebec,Government,Government,1
CAN,DND,Horizon Europe,Government,not an actor,1
CAN,DND,IBM,Government,Industry,1
CAN,DND,IBM Q System One,Government,not an actor,1
CAN,DND,IBM Quantum Hub,Government,Industry,1
CAN,DND,IDEaS,Government,not an actor,1
CAN,DND,IQC,Government,Academia,1
CAN,DND,ISED,Government,Government,1
CAN,DND,Innovation for Defence Excellence and Security,Government,not an actor,1
CAN,DND,"Innovation, Science and Economic Development Canada",Government,Government,1
CAN,DND,Institut Quantique,Government,Academia,1
CAN,DND,Institute for Quantum Computing,Government,Academia,1
CAN,DND,Internet of Things,Government,not an actor,1
CAN,DND,Invest in Canada,Government,Government,1
CAN,DND,Mitacs,Government,Civil Society,1
CAN,DND,NSERC CREATE,Government,not an actor,1
CAN,DND,National Quantum Strategy,Government,not an actor,1
CAN,DND,PTs,Government,not an actor,1
CAN,DND,PennyLane,Government,not an actor,1
CAN,DND,Perimeter Institute,Government,Academia,1
CAN,DND,Quantum Advisory Council,Government,Government,1
CAN,DND,Quantum Industry Canada,Government,Civil Society,1
CAN,DND,Quantum Technologies Competition,Government,not an actor,1
CAN,DND,Quantum Valley Ideas Lab,Government,Civil Society,1
CAN,DND,Regional Business Network,Government,not specified,1
CAN,DND,S&T,Government,not an actor,1
CAN,DND,S&T Strategy,Government,not an actor,1
CAN,DND,SSHRC,Government,Government,1
CAN,DND,Secure Networks Challenge Program,Government,not an actor,1
CAN,DND,Sherbrooke Quantum Innovation Zone,Government,Civil Society,1
CAN,DND,Social Sciences and Humanities Research Council,Government,Government,1
CAN,DND,Statistics Canada,Government,Government,1
CAN,DND,Stewart Blusson Quantum Matter Institute,Government,Academia,1
CAN,DND,TCS,Government,Government,1
CAN,DND,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,Government,not an actor,1
CAN,DND,Trade Commissioner Service,Government,Government,1
CAN,DND,Tri-Agency EDI Action Plan,Government,not an actor,1
CAN,DND,U.S. National Science Foundation,Government,Government,1
CAN,DND,UK Research and Innovation (UKRI),Government,Government,1
CAN,DND,UKRI,Government,Government,1
CAN,DND,University of Waterloo,Government,Academia,1
CAN,DND,Université de Sherbrooke,Government,Academia,1
CAN,DND,World Economic Forum,Government,Civil Society,1
CAN,DND,Xanadu,Government,Industry,1
CAN,DRDC,Defence Research and Development Canada,Government,Government,1
CAN,DRDC,Department of National Defence,Government,Government,1
CAN,DRDC,European Commission,Government,Government,1
CAN,DRDC,Global Affairs Canada,Government,Government,1
CAN,DRDC,Government of Quebec,Government,Government,1
CAN,DRDC,Horizon Europe,Government,not an actor,1
CAN,DRDC,IBM,Government,Industry,1
CAN,DRDC,IBM Q System One,Government,not an actor,1
CAN,DRDC,IBM Quantum Hub,Government,Industry,1
CAN,DRDC,IDEaS,Government,not an actor,1
CAN,DRDC,IQC,Government,Academia,1
CAN,DRDC,ISED,Government,Government,1
CAN,DRDC,Innovation for Defence Excellence and Security,Government,not an actor,1
CAN,DRDC,"Innovation, Science and Economic Development Canada",Government,Government,1
CAN,DRDC,Institut Quantique,Government,Academia,1
CAN,DRDC,Institute for Quantum Computing,Government,Academia,1
CAN,DRDC,Internet of Things,Government,not an actor,1
CAN,DRDC,Invest in Canada,Government,Government,1
CAN,DRDC,Mitacs,Government,Civil Society,1
CAN,DRDC,NSERC CREATE,Government,not an actor,1
CAN,DRDC,National Quantum Strategy,Government,not an actor,1
CAN,DRDC,PTs,Government,not an actor,1
CAN,DRDC,PennyLane,Government,not an actor,1
CAN,DRDC,Perimeter Institute,Government,Academia,1
CAN,DRDC,Quantum Advisory Council,Government,Government,1
CAN,DRDC,Quantum Industry Canada,Government,Civil Society,1
CAN,DRDC,Quantum Technologies Competition,Government,not an actor,1
CAN,DRDC,Quantum Valley Ideas Lab,Government,Civil Society,1
CAN,DRDC,Regional Business Network,Government,not specified,1
CAN,DRDC,S&T,Government,not an actor,1
CAN,DRDC,S&T Strategy,Government,not an actor,1
CAN,DRDC,SSHRC,Government,Government,1
CAN,DRDC,Secure Networks Challenge Program,Government,not an actor,1
CAN,DRDC,Sherbrooke Quantum Innovation Zone,Government,Civil Society,1
CAN,DRDC,Social Sciences and Humanities Research Council,Government,Government,1
CAN,DRDC,Statistics Canada,Government,Government,1
CAN,DRDC,Stewart Blusson Quantum Matter Institute,Government,Academia,1
CAN,DRDC,TCS,Government,Government,1
CAN,DRDC,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,Government,not an actor,1
CAN,DRDC,Trade Commissioner Service,Government,Government,1
CAN,DRDC,Tri-Agency EDI Action Plan,Government,not an actor,1
CAN,DRDC,U.S. National Science Foundation,Government,Government,1
CAN,DRDC,UK Research and Innovation (UKRI),Government,Government,1
CAN,DRDC,UKRI,Government,Government,1
CAN,DRDC,University of Waterloo,Government,Academia,1
CAN,DRDC,Université de Sherbrooke,Government,Academia,1
CAN,DRDC,World Economic Forum,Government,Civil Society,1
CAN,DRDC,Xanadu,Government,Industry,1
CAN,Deep Tech Venture Fund,EDI,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,ESDC,not an actor,Government,1
CAN,Deep Tech Venture Fund,Employment and Social Development Canada,not an actor,Government,1
CAN,Deep Tech Venture Fund,FedDev Ontario,not an actor,Government,1
CAN,Deep Tech Venture Fund,Federal Economic Development Agency for Southern Ontario,not an actor,Government,1
CAN,Deep Tech Venture Fund,GAC,not an actor,Government,1
CAN,Deep Tech Venture Fund,Global Affairs Canada,not an actor,Government,1
CAN,Deep Tech Venture Fund,Global Innovation Clusters,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,Government of Canada,not an actor,Government,1
CAN,Deep Tech Venture Fund,IDEaS Innovation for Defence Excellence and Security,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,IRAP,not an actor,Government,1
CAN,Deep Tech Venture Fund,ISC,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,"Immigration, Refugees and Citizenship Canada",not an actor,Government,1
CAN,Deep Tech Venture Fund,Innovative Solutions Canada,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,International Summer School for Young Physicists,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,MiQro Innovation Collaborative Center,not an actor,Civil Society,1
CAN,Deep Tech Venture Fund,Mitacs Accelerate International,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,NQS,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,NRC IRAP,not an actor,Government,1
CAN,Deep Tech Venture Fund,NRC’s Industrial Research Assistance Program,not an actor,Government,1
CAN,Deep Tech Venture Fund,NSF,not an actor,Government,1
CAN,Deep Tech Venture Fund,National Science Foundation,not an actor,Government,1
CAN,Deep Tech Venture Fund,National Security Guidelines for Research Partnerships,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,National Security Review of Investments,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,Nord Quantique,not an actor,Industry,1
CAN,Deep Tech Venture Fund,PSI Start program,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,PacifiCan,not an actor,Government,1
CAN,Deep Tech Venture Fund,Perimeter,not an actor,Academia,1
CAN,Deep Tech Venture Fund,PrairiesCan,not an actor,Government,1
CAN,Deep Tech Venture Fund,Public Service Commission of Canada,not an actor,Government,1
CAN,Deep Tech Venture Fund,QEYSSat,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,Quantum Algorithms Institute,not an actor,Civil Society,1
CAN,Deep Tech Venture Fund,Quantum Computing,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,Quantum Encryption and Science Satellite,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,REGI,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,Regional Economic Growth through Innovation program,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,SIF,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,Standards Council of Canada,not an actor,Government,1
CAN,Deep Tech Venture Fund,Strategic Innovation Fund,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,The National Quantum Strategy,not an actor,not an actor,1
CAN,Deep Tech Venture Fund,WD,not an actor,Government,1
CAN,Deep Tech Venture Fund,Western Economic Diversification,not an actor,Government,1
CAN,Deep Tech Venture Fund,pillar RESEARCH PILLAR Research,not an actor,not specified,1
CAN,Defence Research and Development Canada,Department of National Defence,Government,Government,1
CAN,Defence Research and Development Canada,European Commission,Government,Government,1
CAN,Defence Research and Development Canada,Global Affairs Canada,Government,Government,1
CAN,Defence Research and Development Canada,Government of Quebec,Government,Government,1
CAN,Defence Research and Development Canada,Horizon Europe,Government,not an actor,1
CAN,Defence Research and Development Canada,IBM,Government,Industry,1
CAN,Defence Research and Development Canada,IBM Q System One,Government,not an actor,1
